record_no,evidence_status,workflow,run_id,run_number,run_attempt,event,status,conclusion,created_at_utc,updated_at_utc,head_branch,head_sha,actor,job_id,job_name,failed_step_number,failed_step_name,first_actual_error,error_source,run_url,job_coordinate
163,VERIFIED_TRUE,PR #6,30218801191,131,1,dynamic,completed,success,2026-07-26T20:21:37Z,2026-07-26T20:22:31Z,refs/pull/6/head,64e2c5b1adfcc99cd481035a3308b0e64114518f,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218801191,
164,VERIFIED_TRUE,Python Package using Conda,30218801783,149,1,push,completed,failure,2026-07-26T20:21:38Z,2026-07-26T20:22:10Z,agent/open-source-upload-evidence-20260727,3b527f0668850a3cb997a9ec3387515363a04aed,ky46738-ops,89837485251,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218801783,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218801783/job/89837485251
165,VERIFIED_TRUE,Gatekeeper,30218801773,189,1,push,completed,failure,2026-07-26T20:21:38Z,2026-07-26T20:21:46Z,agent/open-source-upload-evidence-20260727,3b527f0668850a3cb997a9ec3387515363a04aed,ky46738-ops,89837485197,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218801773,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218801773/job/89837485197
166,VERIFIED_TRUE,Gatekeeper,30218801615,188,1,pull_request,completed,failure,2026-07-26T20:21:38Z,2026-07-26T20:21:48Z,agent/open-source-upload-evidence-20260727,64e2c5b1adfcc99cd481035a3308b0e64114518f,ky46738-ops,89837484846,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218801615,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218801615/job/89837484846
167,VERIFIED_TRUE,PR #6,30218802110,132,1,dynamic,completed,success,2026-07-26T20:21:39Z,2026-07-26T20:22:41Z,refs/pull/6/head,3b527f0668850a3cb997a9ec3387515363a04aed,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218802110,
168,VERIFIED_TRUE,Python Package using Conda,30218803008,150,1,push,completed,failure,2026-07-26T20:21:40Z,2026-07-26T20:22:15Z,agent/open-source-upload-evidence-20260727,bfe665da511546918522a735e9d7fe1522378df8,ky46738-ops,89837488553,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218803008,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218803008/job/89837488553
169,VERIFIED_TRUE,Gatekeeper,30218802976,190,1,push,completed,failure,2026-07-26T20:21:40Z,2026-07-26T20:21:51Z,agent/open-source-upload-evidence-20260727,bfe665da511546918522a735e9d7fe1522378df8,ky46738-ops,89837488582,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218802976,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218802976/job/89837488582
170,VERIFIED_TRUE,Gatekeeper,30218803496,191,1,pull_request,completed,failure,2026-07-26T20:21:41Z,2026-07-26T20:21:51Z,agent/open-source-upload-evidence-20260727,bfe665da511546918522a735e9d7fe1522378df8,ky46738-ops,89837490049,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218803496,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218803496/job/89837490049
171,VERIFIED_TRUE,PR #6,30218803439,133,1,dynamic,completed,success,2026-07-26T20:21:41Z,2026-07-26T20:22:43Z,refs/pull/6/head,bfe665da511546918522a735e9d7fe1522378df8,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218803439,
172,VERIFIED_TRUE,PR #6,30218804131,134,1,dynamic,completed,success,2026-07-26T20:21:42Z,2026-07-26T20:22:54Z,refs/pull/6/head,067a97e5838ad5f6c531576392be6123d6aa6b82,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218804131,
173,VERIFIED_TRUE,Python Package using Conda,30218803936,151,1,push,completed,failure,2026-07-26T20:21:42Z,2026-07-26T20:22:16Z,agent/open-source-upload-evidence-20260727,067a97e5838ad5f6c531576392be6123d6aa6b82,ky46738-ops,89837491258,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218803936,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218803936/job/89837491258
174,VERIFIED_TRUE,Gatekeeper,30218803928,192,1,push,completed,failure,2026-07-26T20:21:42Z,2026-07-26T20:21:52Z,agent/open-source-upload-evidence-20260727,067a97e5838ad5f6c531576392be6123d6aa6b82,ky46738-ops,89837491131,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218803928,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218803928/job/89837491131
175,VERIFIED_TRUE,Gatekeeper,30218805540,193,1,pull_request,completed,failure,2026-07-26T20:21:44Z,2026-07-26T20:21:53Z,agent/open-source-upload-evidence-20260727,067a97e5838ad5f6c531576392be6123d6aa6b82,ky46738-ops,89837495001,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218805540,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218805540/job/89837495001
176,VERIFIED_TRUE,PR #6,30218823370,135,1,dynamic,completed,success,2026-07-26T20:22:14Z,2026-07-26T20:23:10Z,refs/pull/6/head,97c3d49bf2c82260ce83cd4f4a800697edb67fb8,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218823370,
177,VERIFIED_TRUE,Python Package using Conda,30218823189,152,1,push,completed,failure,2026-07-26T20:22:14Z,2026-07-26T20:22:56Z,agent/open-source-upload-evidence-20260727,97c3d49bf2c82260ce83cd4f4a800697edb67fb8,ky46738-ops,89837543001,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218823189,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218823189/job/89837543001
178,VERIFIED_TRUE,Gatekeeper,30218823169,194,1,push,completed,failure,2026-07-26T20:22:14Z,2026-07-26T20:22:27Z,agent/open-source-upload-evidence-20260727,97c3d49bf2c82260ce83cd4f4a800697edb67fb8,ky46738-ops,89837542818,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218823169,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218823169/job/89837542818
179,VERIFIED_TRUE,Gatekeeper,30218825212,195,1,pull_request,completed,failure,2026-07-26T20:22:17Z,2026-07-26T20:22:26Z,agent/open-source-upload-evidence-20260727,97c3d49bf2c82260ce83cd4f4a800697edb67fb8,ky46738-ops,89837547944,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218825212,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218825212/job/89837547944
180,VERIFIED_TRUE,Python Package using Conda,30218873593,153,1,push,completed,failure,2026-07-26T20:23:40Z,2026-07-26T20:24:07Z,agent/open-source-upload-evidence-20260727,08c5ec7d23c9a9968d2c131335691c200db44bbc,ky46738-ops,89837683328,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218873593,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218873593/job/89837683328
181,VERIFIED_TRUE,Gatekeeper,30218873562,196,1,push,completed,failure,2026-07-26T20:23:40Z,2026-07-26T20:23:50Z,agent/open-source-upload-evidence-20260727,08c5ec7d23c9a9968d2c131335691c200db44bbc,ky46738-ops,89837683182,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218873562,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218873562/job/89837683182
182,VERIFIED_TRUE,PR #6,30218873848,136,1,dynamic,completed,success,2026-07-26T20:23:41Z,2026-07-26T20:24:44Z,refs/pull/6/head,08c5ec7d23c9a9968d2c131335691c200db44bbc,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218873848,
183,VERIFIED_TRUE,Gatekeeper,30218874760,197,1,pull_request,completed,failure,2026-07-26T20:23:42Z,2026-07-26T20:23:51Z,agent/open-source-upload-evidence-20260727,08c5ec7d23c9a9968d2c131335691c200db44bbc,ky46738-ops,89837686831,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218874760,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218874760/job/89837686831
