record_no,evidence_status,root_identity,workflow,run_id,run_number,run_attempt,event,created_at_utc,updated_at_utc,head_branch,head_sha,actor,job_id,job_name,failed_step_number,failed_step_name,error_time_utc,first_actual_error,run_url,job_coordinate,log_status
43,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01A_STALE_DUPLICATE_README_HASH,Gatekeeper,29901649754,27,1,push,2026-07-22T07:49:56Z,2026-07-22T07:49:59Z,main,175fce87a8b77ffd8cb6d96df150fb294134b694,ky46738-ops,88863520196,verify,VERIFIED_FALSE,VERIFIED_FALSE,2026-07-22T07:49:56Z,SHA256_MISMATCH:README.md:expected=7ba5d1e49eb2c2b8d20820c4ae6a0a47a5b8b6ef288c95c283053b1c5f4f6eb5:actual=a111aaca2aa8caef98e7edeff06a50fdc3c8aed8fd9db1f4188ce55bf1f764e9,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29901649754,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29901649754/job/88863520196,VERIFIED_FALSE_API_ERROR|LOCAL_GIT_TREE_REPLAY
44,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29901652234,19,1,push,2026-07-22T07:49:58Z,2026-07-22T07:50:02Z,copilot/ky46738-ops-move-tiny-state-core,175fce87a8b77ffd8cb6d96df150fb294134b694,ky46738-ops,88863527482,build-linux,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29901652234,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29901652234/job/88863527482,VERIFIED_FALSE_API_ERROR
45,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01A_STALE_DUPLICATE_README_HASH,Gatekeeper,29901652020,28,1,push,2026-07-22T07:49:58Z,2026-07-22T07:50:02Z,copilot/ky46738-ops-move-tiny-state-core,175fce87a8b77ffd8cb6d96df150fb294134b694,ky46738-ops,88863526906,verify,VERIFIED_FALSE,VERIFIED_FALSE,2026-07-22T07:49:58Z,SHA256_MISMATCH:README.md:expected=7ba5d1e49eb2c2b8d20820c4ae6a0a47a5b8b6ef288c95c283053b1c5f4f6eb5:actual=a111aaca2aa8caef98e7edeff06a50fdc3c8aed8fd9db1f4188ce55bf1f764e9,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29901652020,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29901652020/job/88863526906,VERIFIED_FALSE_API_ERROR|LOCAL_GIT_TREE_REPLAY
46,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-04_PAGES_WORKFLOW_OR_DEPLOYMENT_FAILURE,Deploy to GitHub Pages,29921729256,13,1,push,2026-07-22T12:56:30Z,2026-07-22T12:56:36Z,main,7b0b85baa00922ae00fa5bd28f871b89bd9a000c,ky46738-ops,88928636229,deploy,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29921729256,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29921729256/job/88928636229,VERIFIED_FALSE_API_ERROR
47,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29921729687,20,1,push,2026-07-22T12:56:31Z,2026-07-22T12:56:35Z,main,7b0b85baa00922ae00fa5bd28f871b89bd9a000c,ky46738-ops,88928637380,build-linux,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29921729687,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29921729687/job/88928637380,VERIFIED_FALSE_API_ERROR
48,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01A_STALE_DUPLICATE_README_HASH,Gatekeeper,29921729685,29,1,push,2026-07-22T12:56:31Z,2026-07-22T12:56:35Z,main,7b0b85baa00922ae00fa5bd28f871b89bd9a000c,ky46738-ops,88928637603,verify,VERIFIED_FALSE,VERIFIED_FALSE,2026-07-22T12:56:31Z,SHA256_MISMATCH:README.md:expected=7ba5d1e49eb2c2b8d20820c4ae6a0a47a5b8b6ef288c95c283053b1c5f4f6eb5:actual=a111aaca2aa8caef98e7edeff06a50fdc3c8aed8fd9db1f4188ce55bf1f764e9,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29921729685,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29921729685/job/88928637603,VERIFIED_FALSE_API_ERROR|LOCAL_GIT_TREE_REPLAY
49,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01A_STALE_DUPLICATE_README_HASH,Gatekeeper,29921742686,30,1,push,2026-07-22T12:56:42Z,2026-07-22T12:56:46Z,main,19e53fa1b78c7f3527864b24763e02eded616d08,ky46738-ops,88928681035,verify,VERIFIED_FALSE,VERIFIED_FALSE,2026-07-22T12:56:42Z,SHA256_MISMATCH:README.md:expected=7ba5d1e49eb2c2b8d20820c4ae6a0a47a5b8b6ef288c95c283053b1c5f4f6eb5:actual=a111aaca2aa8caef98e7edeff06a50fdc3c8aed8fd9db1f4188ce55bf1f764e9,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29921742686,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29921742686/job/88928681035,VERIFIED_FALSE_API_ERROR|LOCAL_GIT_TREE_REPLAY
50,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,29921742579,1,1,push,2026-07-22T12:56:42Z,2026-07-22T12:56:49Z,main,19e53fa1b78c7f3527864b24763e02eded616d08,ky46738-ops,88928685666,deploy,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29921742579,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29921742579/job/88928685666,VERIFIED_FALSE_API_ERROR
51,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29921742279,21,1,push,2026-07-22T12:56:42Z,2026-07-22T12:56:46Z,main,19e53fa1b78c7f3527864b24763e02eded616d08,ky46738-ops,88928679758,build-linux,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29921742279,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29921742279/job/88928679758,VERIFIED_FALSE_API_ERROR
52,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29931541240,22,1,push,2026-07-22T15:03:17Z,2026-07-22T15:03:23Z,automation/portal-integrity-20260722,19e53fa1b78c7f3527864b24763e02eded616d08,ky46738-ops,88962254285,build-linux,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931541240,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931541240/job/88962254285,VERIFIED_FALSE_API_ERROR
53,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01A_STALE_DUPLICATE_README_HASH,Gatekeeper,29931541991,31,1,push,2026-07-22T15:03:18Z,2026-07-22T15:03:22Z,automation/portal-integrity-20260722,19e53fa1b78c7f3527864b24763e02eded616d08,ky46738-ops,88962256978,verify,VERIFIED_FALSE,VERIFIED_FALSE,2026-07-22T15:03:18Z,SHA256_MISMATCH:README.md:expected=7ba5d1e49eb2c2b8d20820c4ae6a0a47a5b8b6ef288c95c283053b1c5f4f6eb5:actual=a111aaca2aa8caef98e7edeff06a50fdc3c8aed8fd9db1f4188ce55bf1f764e9,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931541991,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931541991/job/88962256978,VERIFIED_FALSE_API_ERROR|LOCAL_GIT_TREE_REPLAY
54,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29931576873,23,1,push,2026-07-22T15:03:44Z,2026-07-22T15:03:49Z,automation/portal-integrity-20260722,b537c52ac7ea4b177a4b2c056dadc192d7b5372b,ky46738-ops,88962377162,build-linux,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931576873,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931576873/job/88962377162,VERIFIED_FALSE_API_ERROR
55,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01A_STALE_DUPLICATE_README_HASH,Gatekeeper,29931576857,32,1,push,2026-07-22T15:03:44Z,2026-07-22T15:03:49Z,automation/portal-integrity-20260722,b537c52ac7ea4b177a4b2c056dadc192d7b5372b,ky46738-ops,88962376763,verify,VERIFIED_FALSE,VERIFIED_FALSE,2026-07-22T15:03:44Z,SHA256_MISMATCH:README.md:expected=7ba5d1e49eb2c2b8d20820c4ae6a0a47a5b8b6ef288c95c283053b1c5f4f6eb5:actual=a111aaca2aa8caef98e7edeff06a50fdc3c8aed8fd9db1f4188ce55bf1f764e9,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931576857,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931576857/job/88962376763,VERIFIED_FALSE_API_ERROR|LOCAL_GIT_TREE_REPLAY
56,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29931615690,24,1,push,2026-07-22T15:04:14Z,2026-07-22T15:04:20Z,automation/portal-integrity-20260722,ef1d0a4cf30102b27b682a105584a35c28e0fb6c,ky46738-ops,88962509470,build-linux,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931615690,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931615690/job/88962509470,VERIFIED_FALSE_API_ERROR
57,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01A_STALE_DUPLICATE_README_HASH,Gatekeeper,29931616138,33,1,push,2026-07-22T15:04:15Z,2026-07-22T15:04:19Z,automation/portal-integrity-20260722,ef1d0a4cf30102b27b682a105584a35c28e0fb6c,ky46738-ops,88962511158,verify,VERIFIED_FALSE,VERIFIED_FALSE,2026-07-22T15:04:15Z,SHA256_MISMATCH:README.md:expected=7ba5d1e49eb2c2b8d20820c4ae6a0a47a5b8b6ef288c95c283053b1c5f4f6eb5:actual=a111aaca2aa8caef98e7edeff06a50fdc3c8aed8fd9db1f4188ce55bf1f764e9,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931616138,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931616138/job/88962511158,VERIFIED_FALSE_API_ERROR|LOCAL_GIT_TREE_REPLAY
58,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29931650707,25,1,push,2026-07-22T15:04:41Z,2026-07-22T15:04:45Z,automation/portal-integrity-20260722,13335775ff48ba3980d04ceaaa765e6244987f0d,ky46738-ops,88962632828,build-linux,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931650707,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931650707/job/88962632828,VERIFIED_FALSE_API_ERROR
59,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01A_STALE_DUPLICATE_README_HASH,Gatekeeper,29931653346,34,1,push,2026-07-22T15:04:43Z,2026-07-22T15:04:48Z,automation/portal-integrity-20260722,13335775ff48ba3980d04ceaaa765e6244987f0d,ky46738-ops,88962641595,verify,VERIFIED_FALSE,VERIFIED_FALSE,2026-07-22T15:04:43Z,SHA256_MISMATCH:README.md:expected=7ba5d1e49eb2c2b8d20820c4ae6a0a47a5b8b6ef288c95c283053b1c5f4f6eb5:actual=a111aaca2aa8caef98e7edeff06a50fdc3c8aed8fd9db1f4188ce55bf1f764e9,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931653346,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931653346/job/88962641595,VERIFIED_FALSE_API_ERROR|LOCAL_GIT_TREE_REPLAY
60,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01A_STALE_DUPLICATE_README_HASH,Gatekeeper,29931658300,35,1,push,2026-07-22T15:04:47Z,2026-07-22T15:04:50Z,automation/portal-integrity-20260722,50ea92a892e161aa2e7c5f4b32a4b60c9ca0952e,ky46738-ops,88962658674,verify,VERIFIED_FALSE,VERIFIED_FALSE,2026-07-22T15:04:47Z,SHA256_MISMATCH:README.md:expected=7ba5d1e49eb2c2b8d20820c4ae6a0a47a5b8b6ef288c95c283053b1c5f4f6eb5:actual=a111aaca2aa8caef98e7edeff06a50fdc3c8aed8fd9db1f4188ce55bf1f764e9,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931658300,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931658300/job/88962658674,VERIFIED_FALSE_API_ERROR|LOCAL_GIT_TREE_REPLAY
61,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29931658235,26,1,push,2026-07-22T15:04:47Z,2026-07-22T15:04:51Z,automation/portal-integrity-20260722,50ea92a892e161aa2e7c5f4b32a4b60c9ca0952e,ky46738-ops,88962658611,build-linux,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931658235,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931658235/job/88962658611,VERIFIED_FALSE_API_ERROR
62,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29931678262,27,1,push,2026-07-22T15:05:02Z,2026-07-22T15:05:06Z,automation/portal-integrity-20260722,0dd0c8c420f7ee279e43ff673b10c1cc656057df,ky46738-ops,88962727871,build-linux,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931678262,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931678262/job/88962727871,VERIFIED_FALSE_API_ERROR
63,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,29931679416,36,1,push,2026-07-22T15:05:03Z,2026-07-22T15:05:07Z,automation/portal-integrity-20260722,0dd0c8c420f7ee279e43ff673b10c1cc656057df,ky46738-ops,88962731794,verify,VERIFIED_FALSE,VERIFIED_FALSE,2026-07-22T15:05:03Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931679416,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931679416/job/88962731794,VERIFIED_FALSE_API_ERROR|LOCAL_GIT_TREE_REPLAY
64,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,29931718048,37,1,push,2026-07-22T15:05:31Z,2026-07-22T15:05:36Z,automation/portal-integrity-20260722,aeddae598fc7430d30070f23349c74e4e42bc783,ky46738-ops,88962861971,verify,VERIFIED_FALSE,VERIFIED_FALSE,2026-07-22T15:05:31Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931718048,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931718048/job/88962861971,VERIFIED_FALSE_API_ERROR|LOCAL_GIT_TREE_REPLAY
65,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29931718001,28,1,push,2026-07-22T15:05:31Z,2026-07-22T15:05:36Z,automation/portal-integrity-20260722,aeddae598fc7430d30070f23349c74e4e42bc783,ky46738-ops,88962861969,build-linux,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931718001,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931718001/job/88962861969,VERIFIED_FALSE_API_ERROR
66,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29931740606,29,1,push,2026-07-22T15:05:47Z,2026-07-22T15:05:52Z,automation/portal-integrity-20260722,28ae65f2972debbf5e05bad5f0c1319f3280693b,ky46738-ops,88962938077,build-linux,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931740606,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931740606/job/88962938077,VERIFIED_FALSE_API_ERROR
67,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,29931740455,38,1,push,2026-07-22T15:05:47Z,2026-07-22T15:05:51Z,automation/portal-integrity-20260722,28ae65f2972debbf5e05bad5f0c1319f3280693b,ky46738-ops,88962937749,verify,VERIFIED_FALSE,VERIFIED_FALSE,2026-07-22T15:05:47Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931740455,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931740455/job/88962937749,VERIFIED_FALSE_API_ERROR|LOCAL_GIT_TREE_REPLAY
68,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29931762627,30,1,push,2026-07-22T15:06:04Z,2026-07-22T15:06:08Z,automation/portal-integrity-20260722,4204ba657eabbfbc4196d8d0a692b0c19afdbacb,ky46738-ops,88963013978,build-linux,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931762627,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931762627/job/88963013978,VERIFIED_FALSE_API_ERROR
69,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,29931764546,39,1,push,2026-07-22T15:06:05Z,2026-07-22T15:06:09Z,automation/portal-integrity-20260722,4204ba657eabbfbc4196d8d0a692b0c19afdbacb,ky46738-ops,88963020245,verify,VERIFIED_FALSE,VERIFIED_FALSE,2026-07-22T15:06:05Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931764546,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931764546/job/88963020245,VERIFIED_FALSE_API_ERROR|LOCAL_GIT_TREE_REPLAY
70,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29931777231,31,1,push,2026-07-22T15:06:15Z,2026-07-22T15:06:20Z,automation/portal-integrity-20260722,fc9e95faa5c9d1d7a6f74d288dd736ddf206543e,ky46738-ops,88963065397,build-linux,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931777231,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931777231/job/88963065397,VERIFIED_FALSE_API_ERROR
71,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,29931776717,40,1,push,2026-07-22T15:06:15Z,2026-07-22T15:06:19Z,automation/portal-integrity-20260722,fc9e95faa5c9d1d7a6f74d288dd736ddf206543e,ky46738-ops,88963063812,verify,VERIFIED_FALSE,VERIFIED_FALSE,2026-07-22T15:06:15Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931776717,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931776717/job/88963063812,VERIFIED_FALSE_API_ERROR|LOCAL_GIT_TREE_REPLAY
72,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29931800449,32,1,push,2026-07-22T15:06:33Z,2026-07-22T15:06:39Z,automation/portal-integrity-20260722,5515a39402422a2da92d60eb0316894aa728a0db,ky46738-ops,88963147110,build-linux,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931800449,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931800449/job/88963147110,VERIFIED_FALSE_API_ERROR
73,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,29931800632,41,1,push,2026-07-22T15:06:34Z,2026-07-22T15:06:38Z,automation/portal-integrity-20260722,5515a39402422a2da92d60eb0316894aa728a0db,ky46738-ops,88963147995,verify,VERIFIED_FALSE,VERIFIED_FALSE,2026-07-22T15:06:34Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931800632,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931800632/job/88963147995,VERIFIED_FALSE_API_ERROR|LOCAL_GIT_TREE_REPLAY
74,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,29931818155,42,1,push,2026-07-22T15:06:47Z,2026-07-22T15:06:52Z,automation/portal-integrity-20260722,e700cdb5aed65a4bc94f1ddacde5496f36699e1d,ky46738-ops,88963210963,verify,VERIFIED_FALSE,VERIFIED_FALSE,2026-07-22T15:06:47Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931818155,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931818155/job/88963210963,VERIFIED_FALSE_API_ERROR|LOCAL_GIT_TREE_REPLAY
75,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29931818308,33,1,push,2026-07-22T15:06:48Z,2026-07-22T15:06:52Z,automation/portal-integrity-20260722,e700cdb5aed65a4bc94f1ddacde5496f36699e1d,ky46738-ops,88963210826,build-linux,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931818308,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931818308/job/88963210826,VERIFIED_FALSE_API_ERROR
76,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29931847623,34,1,push,2026-07-22T15:07:11Z,2026-07-22T15:07:17Z,automation/portal-integrity-20260722,2352d73344618e736652d462fb469ce1f496419c,ky46738-ops,88963317771,build-linux,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931847623,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931847623/job/88963317771,VERIFIED_FALSE_API_ERROR
77,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,29931847252,43,1,push,2026-07-22T15:07:11Z,2026-07-22T15:07:15Z,automation/portal-integrity-20260722,2352d73344618e736652d462fb469ce1f496419c,ky46738-ops,88963311995,verify,VERIFIED_FALSE,VERIFIED_FALSE,2026-07-22T15:07:11Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931847252,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931847252/job/88963311995,VERIFIED_FALSE_API_ERROR|LOCAL_GIT_TREE_REPLAY
78,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29931875272,35,1,push,2026-07-22T15:07:32Z,2026-07-22T15:07:38Z,automation/portal-integrity-20260722,b5b7f7d4eaceb7a4c7e43bc487a1d81ed1fd4b4c,ky46738-ops,88963409943,build-linux,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931875272,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931875272/job/88963409943,VERIFIED_FALSE_API_ERROR
79,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,29931875853,44,1,push,2026-07-22T15:07:33Z,2026-07-22T15:07:54Z,automation/portal-integrity-20260722,b5b7f7d4eaceb7a4c7e43bc487a1d81ed1fd4b4c,ky46738-ops,88963412003,verify,VERIFIED_FALSE,VERIFIED_FALSE,2026-07-22T15:07:33Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931875853,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931875853/job/88963412003,VERIFIED_FALSE_API_ERROR|LOCAL_GIT_TREE_REPLAY
